wallet,stake_fixed,boost_fixed
6WAX5AVQGKJSYH2YWWHX3MMBSIESIZMA62IHV5YK5LHXUNU4IP7RFZPOCY,88.741791,70.25910634
CIP7RGTNVYZSCEWFIDV4PBWGI5Q2Z6RSPY4WACKBH2L3HR5VD4JV6YDZSA,88.082617,69.73722172
VUIHOLGKHGCRRIHNC65WXXUL2KADRKDUCGG5QLDIBOCE4GBKPORH2TYUZ4,87.904713,69.59637065
AZEZWSZ5UIK6PFQM3EMOPAGD2BDT3DRLHEPKCAI2CRVPFHNY6KGSDZPF3M,87.565871,69.32810092
EGDCGYLEZ5CWKYHMT2LCHCOQADTIGXSXOMP56E6VP5537UE7TQHO76WMUY,87.562775,69.32564974
OA553KZQEMWHN7KKTI4ZORMPRITREKNHBSZNMP453F3O2NAX7X2Z2KLD3M,87.284778,69.10555253
P5YY6UZEBN43Q4UUUS6F3GHW7DOTFUMOHPIAL45AGFISP2QIUYFP2JZENY,87.180791,69.02322341
LIZAC6BVF6LHNCFOSXHKPY6UA5737KXAMF4JF22I3YROIY3KBZPPPWKRUY,83.333332,65.97709342
6EQZSIVDNFPVEID335LSDJ6LBOPT7J6XLLH5PT7WEULT2QDALAZUI5WUPM,83.333332,65.97709342
CREAMR524IQIE2RAXBFQDLMFCW3FAUXEXDX3MWG4ZJSODVZVQVNWVC6KMA,83.333332,65.97709342
LKR7W4UICMWMRKLTAVH367EPFJIPNPU37JSP64PUJVBHKHUGM4RP62MGBI,83.237677,65.90136095
OGIIA3VUNPTBMPZK3SVFSXJCHOWDA2IZCNTP4R2NXD5YL75W7BZ3TWF24Y,82.998446,65.71195575
NLWAXSRVKNAOYQPLBIRZUNM2SKIQVTQZYKDZ6ZKXJVSQMFARNGPFNHSUVM,82.023372,64.93996516
BNX6JYWS2NHYCIX7UT72AX7EILDEDGXAU75FQBJWPCNGBA6Z3NJJCP3ZEM,81.63488,64.63238628
VV67J764EDY5DIDYS2KEFMSJZIJTWEW5PSSFVK5DAH5WLVMS4VJDMEPCXY,79.00885,62.55329233
ZJRTKP3DXPXZY7GALLLSGUY6XPMDP2NJPQKNGFAT4G5L7KQTAMPYASWEBY,79,62.54628556
7ZUW2INKDWY4P62O3HZYN355TNIYHOYVLB7S6SHLTHPP4TIKLW4SOBUB54,77.283882,61.18759181
TZEGW3VKSJPE2XHVGF223M4PXYOYTEJJPK7LKVMHE4MLXUUWHVRCY2BQTE,76.999998,60.96283371
EI325G5NBZXSQQJ7TGFACDHLEECR7PDTLWM4QZVQSU72HNLHCJZ3GMARFI,76.872083,60.86156019
UREF42ZQOHF4FNSQXNRWO6PWOZL7G3Y5Q6KXKCHIKD7LARLVNRVDNATUDU,76.062402,60.22051539
4QB3PM4TDBG7352O65W5BG7KMNVAYAHX3XEBCKTDJFH3QAKFNTCEEIIYLM,75.927974,60.11408536
ZPBFXM2CS6H4AW4ZAU4NWND6MUDO3TRJR6RRP7WYELAFFAYABCXTMBVYFQ,75.881368,60.07718622
4MF6NG34JQG2CVTW2WOI73V6FOLRRX36HCPACIXRP4V7HUVCIKNBXEQM4Q,75.739008,59.96447623
TYWH464KQBWEHCZ3TZUW34E7LAP7GMQRIWS5TT3RM3YYNO4OE3VTBUBB3E,75.72749,59.95535714
OWZVF4A3QCZMK24DUQKGWHWBXBACVJ2JCUGWIY64E2GYJDJOTLVSLWM4DA,75,59.37938503
4L343UOYAH3F7EKUHOQPB5B3NZZULZCYS3LWUMXI7RTBEURMARXR7JZ3DM,75,59.37938503
EKBCAVOPUKCBLLLFLPNRPJFA4LDEVM5K2XCCZGKJ3OOPO6ILQBEEJLZ6VM,75,59.37938503
2IOYDLTSIO756ZB7JZUPCRX4XUSFI5KQVKYLM5TWZUMPU6WDNWQR5DCAYA,75,59.37938503
TOM6Y66RZHJEWFXWRL7V3HI66WTW33SUPNUFPOMVKD7EJGZ3R6CVORBUVQ,74.999997,59.37938265
3ZFHZQXHCMHYVIF7OWP3XDUJPL4I6GODNZMCKL7PNHMIFB37XHTMD5NJUU,73.908133,58.51492648
DHNVQ3MHER26IMBLVR7S2T3HA2GDH4EDNSVA33CD4NASUDTYON5XDJROSU,73.887024,58.49821395
WJ4TXLHUHQK7VMORSQQ4SAKWIK6CN6HB4MYOOTULG2YLZJFJ3IS5E2WJI4,73.815318,58.44144251
2CHTJJ7IDXEQ6JIJ35E7TI5T6GI4ZU55VT4ZLOYLT7GUK4REAX2TMF7D3I,73.332994,58.05957448
TAG7FPOYZLUYDL4AKOIL5QBJ2UPNM6KQ6PNEBZXUA2YCDZS5A3RSBO226Y,73.039468,57.82718257
X4ZEUMRYEGJOXLMNKG6KQYEB2LUNHW7UTSKJCBTOSRA7NGBFBEM75NFBVE,72.901091,57.71762602
ACVS3HUEHZGE5OH6KPJSSAQTTIWJOGROB6RXDQCGODPEOQ4VVWXKVQMF5Y,72.74,57.59008622
CPKMJJ5WIPCZIETT4KQY2OUXQCWJL3G4C52KCALJVHJQHTKS5VZ3UYJWPU,71.880318,56.90945438
XUPVW4543UMWQ6CINCTMG5UQBDR4JE5ENJQYFAFPYF3AQ3YKJVCYUPPSYI,71.472965,56.58694277
OIEIEJYPMXAMPX2UZMST4XXBDGJDJJRRKAVXL6YICX3ISGS6RRCNAKVFDI,71.282746,56.43634161
L5A3JG77PW77FVV6UNZYCSJ5WQW55OKJU3WSJ3NQDHMB5NHEX5UQMXYNTI,70.9039,56.13639971
WV2EDMSCRMFR36AIZ7DCSS32EYETUHSJLAWKBJT3XYTHGDKFHSCTVT34E4,70.806913,56.05961266
BOPJV4Z3EKORZRMIXIN7GUBEMQB7U5V4U2HEGKJ42DNP4YII2P5VTSL6KA,70.603446,55.89852272
BKX5R2EAIWWPW75LDYIGFOOVVWVBZVSXRJAQUJBYDLGIMS4JQU4B2JZZEE,70.426501,55.75843092
ID63WJJTVZUG2DZ2N2Q5RNS3J2TBWIZBKRCHK3RUL3YAI236V36RTHLWGA,70.259873,55.62650734
MUZMYHDUYIRLPWLSD4SMF77LUK4G7KUM4A53DNLDFJ62JHT2S5JVTPV4FU,69.999998,55.42075777
S6VJ42R6F33WDQB4GSQGV3FSJNS47ABO5ABQA5LV3EGPTRQL7ZDVE5ZMUA,69.720707,55.19963607
QCTQSG6USHXBCSXG6FRYVLCY5FNDZBPYUAK6YSWVQNRIJCLCTZXKRDQFWU,69.397692,54.94389698
W4JOPS2AXLMWWYVOSHGOKNDEUPAB72PIMY2HLRW7M5QZRWZD7MPZDSXFRQ,69.346858,54.90365042
YG3FGEPLI4GA5KTPNIROGAVVA2BFU6D4PSYUZ3IXO6X5L7WZFORAYNJZ7Q,69.183705,54.77447809
NTUI3ACRJVT5OAWWVAXIOQZXDFZRV67PEI7NRZPRHQMOSGGWEUOGC34CAU,69.1,54.70820674
E26KB2TTIFJCLUKKPLXCO7XFFYSQ774T65ZIJBTZJDXG5FCYOKF2ZLJVRE,69.016331,54.64196389
7DOYDBTK6KTUTLVZ52RQTEMBFOKBEKWM2XG42NSMACZBRAME57KOPKNGHU,68.754243,54.43446223
PF7A2ZXIF5IRPQTZBZNLHLVRKHJWQLQTN7TZDLMBZ2P3OAD5JHZOKCKNO4,68.743426,54.42589814
ML4Z6ZCWCDCBER2KO5MMIJ66LCZAENU2BPHXWFZUMK5FDUTO3TQPWB4YJE,68.715576,54.40384859
YMIRFAIIRTA6TE7TFLGR2CZL4MWML4DMXGROXKBNYBUFIAWCUWPKBJ5PDY,68.005386,53.84157332
TYCVGMF43IUFOLPGD66TWCSGFJBJZFET23ZCBNMDWWFPE5KGZHYCQQGQ3Q,67.302106,53.28476887
WJ5CILZZJMKV4SORODWYOAG7NJHRMZYLVOGH7MC7SK7YPZKCSLCW5MVBIU,67.23109,53.22854372
DR7LXPLCMDF2WRLE2MVW5PMWYBG3CZBWJTIXD5PHUYZ7OBUFDPQKDWNBGM,67.055996,53.0899174
QNM4AI2LAA3W2J2OLTC4FI7ZS6Q436BHWG2HY7D2UJS2MAPC4CIJBGDMOM,66.894722,52.96223272
KVEFPBEZPF7NU2JIUJ7KEBS7O3GF7N4BGVSLFWX3M7XG4YZSET7GROBZEI,66.539447,52.68095257
W6PJYLAEDBHTY74CECJ5V4YXTW6NQYPJTWAMNKMSUPWK5VYEPJXCLWSCJM,66.033,52.27998575
SOSQXQLWFCX7XSSXDG74PTT3MW2WDUXLK3DK7FKWIHT5E2F42ZNAPM3QYM,65.369036,51.75430877
INCAZ6AZZCHFKTCEIUNYVOGJTGB7PWUHB36IT3PJE5CTELKE4AOEPCKWHQ,65.004577,51.46575741
UMSSLKJIRMKLU66VEGYRLXBBLTG5ZR4WBSGXPYNSS7L37YBVDZ6G4TE55Y,65.001063,51.46297529
IRLJOMYSLYOIE5N32NL2GQLKIGRH5QNVPOIXLJIO4KSDQAXPHSE6VZKOYY,65,51.46213369
3WPQMFXJGJBGM7CMBX2DONYVXHXTFI4HIKFFHFEMGQOHM5Z5T3ALIBD6HM,64.377413,50.96921591
M3B5GRQOXUZALM4QSGKXIBTBDTSMK3KNAFRF45LTB4ANPMQQFJ2LHSDKVY,63.872864,50.56975179
KURUQWRP2WDZ7WVLG25PQRHQGJY4ZS66EJ4WN3TSOJEOD7RVM5MPVP2NTU,63.651349,50.3943728
475KHV7UPY54HBI4DRQULPNZOVVES2I5JL2FRHK6XABH5EL2D3JKO4MSPE,63.607213,50.35942922
KTOUS66MYO56DBYWCWL3A5MPBREFIBIKYXAVURH756EBYZHDYOZX7BCLMM,63.506451,50.27965341
RN46XAINCHUCJ3OP3UFT65JK3YNSW2CNSM5MM24TH3NRPGUQX6LXNRIKTM,63.463261,50.2454588
PGQJKE4RBUMBTDYOXBLCPOXS4DNNLXBADCW46ASKZ3SLZLWJJZJQIJQ2CM,63.104334,49.96128727
WOLLT3TYYDOO6RMN6MDR7WDVSUF3YFMYAHUAMQFNJ4CFEI4U27ENDVK25A,62.999999,49.87868263
2O3MW7W6JPL2RMWJ5QGZEA4STZWMGYDFBKHOHW5PIVBEZF2K5424LCY5GY,62.704748,49.64492499
SHJLRS6RY6PBPCHHE7YJU3QK757XUKMMDWBQRSCF2FVJ4GQX3WZXEUKDRM,62.419828,49.41934667
OQNA3GQYV2XNKUCRBIIZAGHDLUQIE5GLZFWMBJQ7GZPWEA3TLKOTJ2NHNE,62.407148,49.40930759
U2NCQD2YOVOX6YB7IQ46752GLKDPITA4I7PTQ2UBXNCLVEIEVMXWLCCIUA,62.354502,49.36762643
FZCAGH3EMAOKR3IJV27ODGY3UXHHGZYNMETOHLHCXDIXMML3G3TYOQQHX4,62.296719,49.32187818
FK7YJY6NB4MBRUFI5NAC34OF3XKUACLXD46JOJTCBUSMZA4NBQVVXCXT2E,61.999997,49.08695591
ZTUXGRDITAA66BIDOVBP2FZOP45BKGYQDRAHRWGOY24FXBM3AIND2RPTZY,61.999997,49.08695591
F63KFK2Q6REHVYK3KBJZD73TUD5WQYQSFXOGGD4WMS5DLOSUNNXT5NJH24,61.944922,49.04335165
WMGPUNTVDJTZMKP5237BZZ7PQY45ORT35TCL2HDIKIMKRUYS6UFL5VZ2SI,61.825841,48.94907223
GPKK62EWYG2JONPNEI6HGWPO4XVEWWFC724ZSXV6PRLQCY33NDI3LTIMMY,61.779353,48.91226651
PPICYZG5ICJCB2TIRWJROAGCPZJM34LDHXPBMAIIANQJ5WGZDFBOWBXV6M,61.684517,48.83718247
EQQ5LTJZB7VUL7DVYYORHWCJJNWDPDTSKIUUYEZT7JC3S5FHWHLHJ72SYE,61.593172,48.76486234
KLE36ZUB46YNVB72ZFKUCDZBUUHKLNMAUWBVIYAXTXN6EEZCKVGBA72V6Y,61.330641,48.55700994
QMHE7M4TR3RDFURHOR23CTYO2SCUXD2OAKOU3ZO6RIYNCAZD55DZ45TUD4,61.221583,48.47066598
6QOPKDV2NVCXJZ6OGARBI4GLOGMFUA5L5PKWT7SVBSFFPRHYVUEEA2M2NU,61,48.29523315
W5NXCNYWG4FCDMVXZYQBR5X7J2XVSEVBFN4LQBCGRFWX6OSNRC2YSGVOYE,60.934847,48.24364989
HU4MELOCWTKO5Y4GN73XP7PQNTFUU7QR5LLAWG5H5FN64H6FQSMKH46QMI,60.833051,48.16305543
DWYEZKDZUSGQ4G3EXGDKXTY3BSIQCX34HZOSFNLNQRC4JZEGPTRC6GZNJ4,60.696533,48.0549707
S6OVM4MJEGR2ZIXLYAU4MU465YTMYWU7L6XZXZDHOPHNBYLBDAOF5O3GYY,60.667962,48.03235032
BRAHFD3Y7FCYD5VOFWAHI72PCA2IUGAU7NDXQIUZHOVM2NLYN7PYPJ3OQI,60.499998,47.899369
CPAQAL4ZD6BT7DSS3WXLB4X7R42E5LX7GZ3WH36YM43HI5G67L3XEYXGFM,60.46,47.86770158
ZOQEBPXOSAD3KCF6K36YTTOGIXS7N7KGU7WAF2INZ76PMNOVAQXYGITHIM,60.391077,47.81313351
NDP372HFL5IXFXRINAAKN2CMOFXVSBIPFMDCUEPYADTA7NNDVI42KN5BWU,60.294431,47.73661644
EZLIKCIH5YPVNPL5HRLSBA4S2V4UOQOOMSJ62JCJF7STX3QX7AT72BQVAI,60.117837,47.59680254
FMS6ICPXBWGAC47KPS2XWP53MWH76JYXQDVWEN2GY2FHVDY77YMLG4NLTQ,60.087206,47.5725512
5HHP6MI64C6LJJBEUHDHBB4HZEKUI43KMMUJKJWZOLVD2FYSPFD5SOHQYA,60.007392,47.50936045
HOXS7S6OOV5NXRNQI7QLJFLSWAQ7VUYWMXCVIOUDTVV4A7QXHPWIYIVSGI,60,47.50350802
3NE5XO4RMOWBKJNAED7VFSHENG73LHZRA6YKQI3RMRCQNZ4USXP2FY77MU,60,47.50350802
RGKTH7GNGMX56PZMCA3ZSHVESZRANDHZE5OBQW7ZD7353PCBC72GGF7OHY,60,47.50350802
KWNSZFQAAB5GLGJ2H3POOSMOZ765ICGUP4I7KN56O66XO6KZJ3NTGXXVDI,60,47.50350802
3WGOZ7BKIHYZKDE7BSRXQVSXS5QOIJD3P4JVKJ3XZ6ZKXL3GOO2NDOGFUU,60,47.50350802
LU5NV52KENVJBOLVUONXR7KV7RBY4EVLZFK4E5EH2E335SWCQF6UXH4YA4,60,47.50350802
ECPQEOGG74V46LA2JC7GWPMTJRVS7YXI7XVVF6LKC73NJTKMQ7XWLFYSCA,55.796259,44.17530062
XBJ6GTSK6A2XS3X77C2MHESHSXDU7RLYAVD55FBPHAZAFINVFJSHVCUXJ4,55.582331,44.00592844
OT4LR432U3GTJSR7YUYHNGXKQJ3MNHNPX5PUF4ZNTF7MSARHW2666UOWH4,53.803733,42.5977677
M2ELTKKZ6T5ZDYM3YU33H4KMAFA33RJEMHURYDTLX27FH2PD4LGFUE6OFA,53.054617,42.00467374
GCJSQQMHXHCUXNMJU56JK2MBB3Q5DLTZN7CT4ZFVV5ETEVV7HLBZNXSJ5Q,50.5,39.98211925
HMSATAUNUDPS7SCNATXMMWMUGZYBKRULIL5M5TE5UC2K4US7L7G7EMNLAQ,48.596264,38.47488361
IMRKOBQNENT6Y3GMB22SR3EBGXWD5KU4OTXH7QXD3VSRBGFORYCSQ2UUVY,45,35.62763102
COUCAIDEQH3T7Z7I7LZUY4FU3YQ5O5NTKLUEGJ7HXMYLBC34WS5EQGWVUA,45,35.62763102
JFSIIMHJM7LMCFLZSTY5CCAAWON56KSY5VO3NZX2NNQCKIJOYKXBJLI4EM,45,35.62763102
HPUSOARWFVMGKHEPXMLRCVO3US5DNQQQC3B4IBWMEBCBQR5WQSFIJRP7JI,45,35.62763102
HZFRGTPVTZRL4MV37BJ5K54WGZ4LSL5P7EDQHW4MDNOTXZJVB3UAWUA7ZA,45,35.62763102
SYR6YJI7VQ6IBAVOXOFK23J5RMH3TN2PTDMJTUBJHHFL3LATPTQPC3CXIQ,43.725203,34.61834219
VCY2C4PY5BT2QTTWRVJFIZ5O6UGCJZS7FU7X2BC7DFYRORITDUECQQ4OVM,36.69617,29.0532801
3B46MWIKLHKICQGQ3O2NTTOZPEP2DU6FDFTF6KT74XQRYKDTECSTCIPSQQ,35.000999,27.71117061
JZJYDV7L67CNQMIBURXXGVA5LVTRSINWFKR4GYQNHCXTPDJ6T5ZBJKAGKU,31.969957,25.31141848
YTBMDQK2XAD4YP4FY6KZJUH22WERIUYEMZFMX5BWTFZKPVVRU6SZIQ3C3I,30.986023,24.5324132
ZIUDNP6G3JTMKSHYDZBBIZOAEQWXE7ZF2DVCZ7K2JC7Y6YSKTOMABBPMXA,30,23.75175401
ZURAA5JLAGH25DXBQPSPTHQ5OZD6HHJ32BAP7Y4LIRN5QRAENICTGKMUXI,30,23.75175401
63DJ5JME7YUKG6U52OXMQ3X6J7AXBNWCE3EJEKKJKMQFEBDOOANWC3KC4I,30,23.75175401
QJN4L6W4KE2MSA772SDWT2WJD7TWQ3SAJDNAIBPS34YTM3GYGKW6E5PJ6Y,30,23.75175401
KAO4EIFT47VG2BEKIXYG7UPRVUT6EDUM44LPJZDASLWCXQOA4MY3H5443A,30,23.75175401
RMR6BXHCGX2GZ3IGV2TAFIJC26E6KGS2LRQ2K56FWDUBS7OMMNQK5WUBNU,30,23.75175401
VY34D5GKFLAX2X3JUEGNFDDFAGIP6IYEMCGZ4CBTQSH452EU3TWHIN3JMU,30,23.75175401
EPA6S7I6QLXZRJOGLH45SAFG7EUDFDWMF7OOWC7G2B4CRS3ZGVQTXMEL5I,30,23.75175401
DHINQ64O6UZCLT6V6XQELPNH74LYFHDU4NLHLMOG3TUH56VWRT5GCGDZ5Y,30,23.75175401
X72HYW3RWE3PXR7L7O6JQNCWUVWGVZTRGZW773QLBUX7A3WOKO3IAA66GY,30,23.75175401
WEJWORVY5O6IXN6YRNZQ5SGEXF7T3MNAI6JZM5F36WR5JPQ6M2CZP2LXHE,30,23.75175401
CRIYVIXRKAF2WY5XRIIPXFRW3RYCX5R3LFDKMHCGOKPWK2MH2X4SNVX7ZQ,30,23.75175401
NVVNZONXQBDARB3ZU2NL2QSLZ6KOQH4DN7G2GWGJNFIEG64DCIQYSUMLB4,25.642641,20.30192337
QLVRXSJNUS36Z2WM67UR7AM4ID7FPCE4OZ4LKDQWADOOIA45Q2IS43ZCZ4,25.128637,19.89497349
JH3VPZT4IJCKU2BAG3ASJO4KHG2BWUZFGWPYVZXNQPKCHUMYZYJ7SBHCKE,25.003333,19.79576716
Y4RYRPRD7U2VKAZ4MJ4NHXMDTZPWRLY5EZX64AM7KB3T7YP7XBZUGTJRYE,23.922117,18.93974128
CIG7LSEEPX72OXGUVX45UT7PWFQ47OLSOPUVTHG7EYIVIYPLNJXYDYWQT4,23.628509,18.70728445
OLFGESIF6ZVEBWYRORTJPV23VZKCRJZ67LCAWBG3Y2URN6SMUNH7ZES4GY,21.499996,17.02208721
FKNFSZQLBCR736A6CP7RJG54EQR7UKWGPGXFX6QALHVOCZWMISHCAEFM6U,17.229273,13.64084847
FCUYTAHJASYFUXRJC3DM72I7ZPJNOZEZVFIDMDNLMQ4CQBXL32ZK6UUCCM,16.666666,13.19541837
E6LT4ICH7HEA5CCA2NZTKBS3TEAB747WQ2K6O6VE3ETJRFNWKM2DOACNDI,16.306627,12.91036644
DSK3EGCRJ3ZO453OFHE53WLRZVVNQTYSZIKXQ4PAVQVR2OEQEFTJ7QF5FY,15,11.87587701
7XUXDXDGZQROMBTJ5Z3VNZKDOLEAYU2N2YWHUJ5OJPTKVV77XSXD7MGKGA,15,11.87587701
BIZ57TEQFDTXO3VG5MIVPINMP7COPS3GA6VJHGIUS434TU2CDEQDD4OW6Q,15,11.87587701
G5SGKQZNMUROS5IZHT3KU56RSLLGEE7TC5FQSZUXLYKMC3HOTPG7MH7AMM,15,11.87587701
EVBWTWC7XWL6L745G4WKXFQUVNAMD7CPVYJWDHY7XRCGFS3W6QIQN7L7D4,15,11.87587701
BAOCETGYYS6YHPKKW4LI3PJ3W6B66URGDBMYNKAHPKETHLZKV7EP3UOHPY,15,11.87587701
LJ645WMNTO33M7PCQS7WNM2A5PXJDQMPP5P2RMZ3HF5J7MMEV5QS5HYWNY,15,11.87587701
WWZVQKN5LI2DGLCZP5PSJ4DP5BVL446DRT67GTPPQMCR4OG4UP35MZ66AU,15,11.87587701
IMXOTFDXIEA5U7A2ETMK7BCISEDGZG3IFYM3ZJ2MUBY25C2JEV3WZF3DE4,15,11.87587701
NFHJZ6X4ODT7R5H6CJICQSJDQ7CM4WIZJKN3ZWIYEZ4QMADICYF3KFINGQ,15,11.87587701
4ETPGOIXOGSKO7CUAGK2AI64QUXPUBGXRKPIWLFJ53FZVHUYIJDSFUYJAI,15,11.87587701
ZGVAHYDRSYAZ7UFCSHX6LUHSYAQBGYQZLYXOVB5Z6YH6EDRWKXG7PHBF7U,15,11.87587701
BWDCWK37CB3IOSWCXKAGMBQ3P6I4LTYS4MB2EYLCDV4KE7PE72DLBUJCSU,15,11.87587701
Y4GFMM4ANA73XDMVEFHI56JX2ZJ7LMIF6RRNFOAZPNNAKQQWOLOKS3HR34,15,11.87587701
U7CJ5HRRT6N437TEX54T4MN77MH3QF4MD54QWHCIQIOMRI3DMURKPAXNFQ,15,11.87587701
NJZ6GJJJ5BAE5NZOP6RC32F5VGLK6CXSGWYTDZZAJ2POUWDHUWQRIK5WRM,15,11.87587701
SLLRGU7SXI4KHKQZE4K7YNKUKAU7RLIFAFZBKHBANXU24Y7HUKZQOZ7UIQ,15,11.87587701
B3Q4AHWBVJXTVA2PHY3S6N5XT3BRINX7F2JGOJQNWRDASZWVORYZFCHOAM,15,11.87587701
4VKBJQ67MVCSAD6UIQOBHGJKLQ4NLGYBEJSID3KWK6W36TK3SLOOCUGXBU,15,11.87587701
U7LH3QMF73NLT7PUTVAKBPFXMKZIXKSKK273JNFBPAGBG5KX3F2GKYMOKQ,15,11.87587701
HUHT2LPH32XCDT3BVZDWNGJQJ6KAF35QSOSSF3BK37S35DPZLQZGCYG4JU,15,11.87587701
ZHPQHZQXBITBOOZXNI2T3VWH2RWG22QRA3P2M46ZORYNTTFPO735YWKXEQ,15,11.87587701
TI7WKB3ZW2U6VRAL3DW6Z3MOYF2PSJFNNXRCBVFF2P4QSV5V3L4VOPAADE,15,11.87587701
ZDVEB3TEYOKIRTECL53VAETSKPZQZGMKQ75IYWUHGADYSH3LTXYLJ65ZYA,15,11.87587701
WKCADM5C5TWT6RO75OC4V4UPNL5ORPYS3K6HV5N225IEYDKKA4AF7EA2RQ,15,11.87587701
BIDQGOPQXZHORZSZMHFUDW77RTB7JCESUCBBV2RA6PYDX6536C5NKAO3MA,15,11.87587701
JJ564ZZIWXPBSV44V7Y2TW3BODKQUR6R4XRX3QIB5W3DO73IM2UEHZOLEE,14.902725,11.79886194
DIBUVNSHMKOL4BBH6R643JUMBJTNZMR5MLDBTTBNP4RDLPW6NQENXXYSYA,13.42877,10.63189472
HHJPJOYARHBNSCVY26T45WMEXJE5XCQNPXPWCDD72Y6NMPBI2LCR337I3M,12.480477,9.881107321
GHYKTAF7ZAQTJPZWULCOSGYFWKRBNPB3YREWQFUBXPIVB7JHZP7EBEHEKU,10.53477,8.340642187
QC6J6DJPLW4XJPZZLZSCRCXSCF7D3P3FYQ63OSOACFQQZXCXRVNRW4YWBU,10,7.917251337
ZJPNUMOFHMENASQHCGL4FTLYRMEIUATK2GBANXBTWSJVRBYU3QZ6NFNUHU,9.248749,7.322467038
KXJTIEHRMMKRD72PYDBVKV36KI6LZEY6GVV2WVISQMA7LLUUBLB65XJBII,7.847676,6.21320233
C5UVBAEESESRTTXMN7GBXADOVBAVFSR6SMXGGWUHIXKWICPTAMB2OYF6PE,7.770578,6.152161906
XFCZEMYFV2KZ3SY4QEF4JMCT6XJKVAU2QHQYTP4PA7STUOJD53IIXTX6ZM,5.000758,3.959225796
3Z22KGD4W2FNXYE64HJHTWFCG6HTH6VZS7FN2G6O63LKQSSHCUH7WNEIAQ,5,3.958625668
SKUO3Q6YGGSWOLMGSZHKWX3NEWWAGV3GKRIYW2TKSKA5ECTNLFIWEY4E74,3.545228,2.806846112
BV3MYESMABIRJ564RQJFRRLTW25EHW7MAFBFK5LT52IVIORGND2PXQT5MM,3.242973,2.567543232
W2VQOVNEWRIWF7ORQKIK43EY2COY4RF3EPOXNTZ3DQHVPHV4LGVJYNQEUA,1.976595,1.564919941
TXIQXJDRZJVWWFIFGZR2ITQV3MZ6AQBZLZXAVZSS5LXO7SB5LMES4L2OYQ,1.551097,1.22804248
LXJ3Q6RZ2TJ6VCJDFMSM4ZVNYYYE4KVSL3N2TYR23PLNCJCIXBM3NYTBYE,0.5,0.3958625668
ZL73MZ2GG2BOYC2W7KJYN3VAB67KIRYAKVEDNYJGDQ4DKFSVT4W2CABI4A,0.333333,0.263908114
2EVGZ4BGOSL3J64UYDE2BUGTNTBZZZLI54VUQQNZZLYCDODLY33UGXNSIU,0.25,0.1979312834
FSQZZC4ZXDOKYZEF5GXZU4BRCRKXYR545ZJSKUWU6XEHC2OHLR6MMOJPCI,0.003332,0.002638028145